time,open,high,low,close,volume
1704314100,42789.2,42832.5,42789.2,42827.4,89.707
1704314160,42827.4,42845.0,42788.7,42788.7,156.678
1704314220,42788.7,42831.2,42776.1,42817.9,116.066
1704314280,42817.9,42850.0,42812.7,42834.7,123.353
1704314340,42834.8,42848.9,42820.9,42835.8,90.514
1704314400,42835.7,42850.4,42830.5,42830.8,111.262
1704314460,42830.9,42833.3,42776.1,42777.7,154.128
1704314520,42777.8,42800.0,42760.0,42774.9,132.684
1704314580,42774.9,42790.0,42682.1,42692.8,451.575
1704314640,42692.9,42700.0,42642.0,42670.6,402.994
1704314700,42670.5,42706.0,42663.2,42699.7,81.703
1704314760,42699.7,42699.8,42665.2,42670.9,186.596
1704314820,42671.0,42689.1,42668.5,42676.8,67.294
1704314880,42676.8,42750.5,42676.7,42700.2,189.48
1704314940,42700.2,42700.2,42680.0,42698.4,81.943
1704315000,42698.5,42726.7,42693.3,42710.3,139.845
1704315060,42710.4,42733.0,42686.9,42691.2,79.575
1704315120,42691.2,42713.0,42684.1,42704.6,58.731
1704315180,42704.5,42744.7,42704.5,42732.1,92.726
1704315240,42732.1,42742.0,42705.8,42705.8,57.031
1704315300,42705.5,42740.6,42704.5,42727.6,54.204
1704315360,42727.6,42745.1,42726.2,42734.4,34.949
1704315420,42736.2,42784.0,42728.9,42758.6,183.557
1704315480,42758.5,42768.2,42751.2,42766.1,67.062
1704315540,42766.0,42767.4,42688.5,42724.5,395.916
1704315600,42724.6,42731.9,42700.0,42710.9,84.533
1704315660,42711.5,42751.7,42711.5,42736.7,60.409
1704315720,42736.8,42775.1,42735.0,42737.5,95.554
1704315780,42737.6,42764.6,42736.1,42754.7,79.397
1704315840,42754.8,42776.8,42753.9,42763.6,48.182
1704315900,42763.7,42777.9,42745.1,42749.9,66.009
1704315960,42749.9,42759.2,42710.0,42713.7,95.665
1704316020,42713.7,42713.7,42654.1,42658.3,174.525
1704316080,42658.4,42658.4,42600.5,42616.1,282.78
1704316140,42616.0,42620.8,42585.3,42620.5,213.455
1704316200,42620.4,42660.5,42615.4,42658.3,187.58
1704316260,42658.3,42662.7,42616.0,42616.0,83.906
1704316320,42616.0,42622.1,42586.4,42614.5,130.483
1704316380,42617.2,42655.0,42617.1,42621.8,112.225
1704316440,42621.8,42647.2,42621.8,42630.2,62.246
1704316500,42630.3,42824.1,42624.5,42810.2,1071.141
1704316560,42810.2,42889.1,42794.9,42862.6,1081.05
1704316620,42862.6,42866.7,42855.0,42855.1,346.049
1704316680,42855.0,42855.1,42763.9,42817.2,393.357
1704316740,42817.3,42849.0,42788.0,42837.8,150.409
1704316800,42837.8,42849.4,42813.6,42818.8,138.124
1704316860,42818.9,42820.2,42788.1,42803.5,107.234
1704316920,42803.5,42803.6,42772.0,42778.7,65.894
1704316980,42778.8,42806.3,42776.0,42790.5,49.644
1704317040,42790.5,42852.4,42782.3,42848.1,165.55
1704317100,42848.1,42849.1,42795.1,42800.7,119.196
1704317160,42800.6,42828.4,42793.1,42828.4,69.065
1704317220,42828.3,42852.3,42811.3,42840.0,126.649
1704317280,42840.1,42888.0,42840.1,42888.0,240.503
1704317340,42888.0,42895.8,42811.3,42821.8,814.466
1704317400,42821.9,42830.0,42758.0,42800.0,536.897
1704317460,42800.0,42800.0,42763.8,42776.4,108.039
1704317520,42776.5,42795.9,42764.8,42775.7,82.002
1704317580,42775.6,42853.2,42758.0,42842.1,355.217
1704317640,42842.1,42852.6,42831.8,42847.8,53.196
1704317700,42847.9,42877.9,42839.7,42855.1,184.761
1704317760,42855.4,42880.0,42836.5,42853.4,258.418
1704317820,42853.5,42859.0,42815.0,42815.0,66.17
1704317880,42815.0,42815.1,42784.9,42810.1,204.137
1704317940,42810.1,42834.0,42807.7,42811.0,68.726
1704318000,42810.9,42841.9,42810.9,42841.8,42.56
1704318060,42841.9,42868.9,42839.4,42848.7,62.161
1704318120,42848.6,42856.1,42840.5,42850.0,51.263
1704318180,42849.9,42850.0,42839.9,42847.5,26.802
1704318240,42847.4,42878.0,42847.4,42870.5,75.993
1704318300,42870.6,42877.5,42851.8,42870.3,87.292
1704318360,42870.3,42907.6,42860.6,42907.6,106.141
1704318420,42907.6,42926.4,42892.0,42905.1,177.512
1704318480,42905.1,42905.1,42881.3,42891.8,121.839
1704318540,42891.9,42920.0,42886.9,42920.0,80.036
1704318600,42920.0,42920.0,42887.1,42913.9,90.377
1704318660,42914.0,42972.2,42909.2,42962.5,407.342
1704318720,42962.6,42974.5,42940.1,42950.4,194.034
1704318780,42950.4,42963.2,42938.4,42938.4,79.121
1704318840,42938.3,42958.9,42912.1,42943.3,127.336
1704318900,42943.4,42966.0,42929.0,42962.5,70.997
1704318960,42962.5,42968.2,42938.9,42961.1,109.813
1704319020,42961.0,42963.2,42916.5,42930.7,204.708
1704319080,42930.7,42930.8,42887.7,42893.7,234.507
1704319140,42893.7,42930.9,42890.4,42927.1,83.352
1704322800,42753.6,42781.0,42723.4,42781.0,186.997
1704322860,42780.9,42781.0,42714.0,42714.1,149.215
1704322920,42714.1,42714.1,42677.7,42677.7,70.75
1704322980,42677.7,42714.9,42665.2,42665.2,179.707
1704323040,42665.2,42684.2,42661.6,42682.2,143.462
1704323100,42682.3,42691.4,42631.0,42670.2,205.45
1704323160,42670.2,42679.9,42641.5,42656.8,173.141
1704323220,42656.9,42679.8,42651.0,42661.3,53.456
1704323280,42661.3,42661.4,42620.3,42654.1,129.452
1704323340,42654.2,42654.2,42626.5,42627.6,68.425
1704323400,42627.5,42639.2,42588.1,42616.5,186.294
1704323460,42616.5,42688.9,42616.4,42681.4,152.328
1704323520,42681.5,42689.8,42634.0,42634.0,82.041
1704323580,42633.9,42647.8,42618.4,42631.4,74.848
1704323640,42631.4,42648.4,42631.4,42634.5,45.432
1704323700,42634.5,42649.1,42618.5,42618.5,85.205
1704323760,42618.6,42653.7,42618.6,42647.8,51.947
1704323820,42647.7,42673.3,42647.7,42673.3,53.551
1704323880,42673.2,42694.5,42656.6,42691.1,64.887
1704323940,42693.7,42700.0,42674.0,42695.2,78.706
1704324000,42695.2,42716.0,42695.2,42712.0,90.669
1704324060,42712.0,42723.4,42690.3,42723.3,92.091
1704324120,42723.4,42723.4,42697.5,42702.9,71.168
1704324180,42702.9,42713.9,42692.1,42702.9,188.666
1704324240,42702.8,42724.3,42699.0,42702.9,76.945
1704324300,42703.0,42770.1,42702.9,42770.1,131.57
1704324360,42770.2,42791.4,42758.0,42775.1,190.383
1704324420,42775.0,42790.0,42764.1,42783.0,88.791
1704324480,42783.0,42786.7,42761.1,42774.0,108.213
